ID,Name,DoB,count,DoB_year
http://www.wikidata.org/entity/Q76,Barack Obama,1961-08-04,330,1961.0
http://www.wikidata.org/entity/Q8023,Nelson Mandela,1918-07-18,280,1918.0
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,1929-01-15,230,1929.0
http://www.wikidata.org/entity/Q30487,Mikhail Gorbachev,1931-03-02,193,1931.0
http://www.wikidata.org/entity/Q30547,Mother Teresa,1910-08-26,189,1910.0
http://www.wikidata.org/entity/Q33866,Theodore Roosevelt,1858-10-27,187,1858.0
http://www.wikidata.org/entity/Q23685,Jimmy Carter,1924-10-01,185,1924.0
http://www.wikidata.org/entity/Q34296,Woodrow Wilson,1856-12-28,184,1856.0
http://www.wikidata.org/entity/Q1254,Kofi Annan,1938-04-08,173,1938.0
http://www.wikidata.org/entity/Q444,Lech Wałęsa,1943-09-29,169,1943.0
http://www.wikidata.org/entity/Q17293,Tenzin Gyatso,1935-07-06,162,1935.0
http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,1945-06-19,159,1945.0
http://www.wikidata.org/entity/Q32732,Malala Yousafzai,1997-07-12,144,1997.0
http://www.wikidata.org/entity/Q34211,Yasser Arafat,1929-08-04,144,1929.0
http://www.wikidata.org/entity/Q66107,Henry Kissinger,1923-05-27,136,1923.0
http://www.wikidata.org/entity/Q19673,Al Gore,1948-03-31,127,1948.0
http://www.wikidata.org/entity/Q57410,Shimon Peres,1923-08-01,123,1923.0
http://www.wikidata.org/entity/Q42013,Anwar Sadat,1918-12-25,121,1918.0
http://www.wikidata.org/entity/Q1267,Dag Hammarskjöld,1905-07-29,120,1905.0
http://www.wikidata.org/entity/Q2514,Willy Brandt,1913-12-18,117,1913.0
http://www.wikidata.org/entity/Q49325,Albert Schweitzer,1875-01-14,117,1875.0
http://www.wikidata.org/entity/Q43179,Ellen Johnson Sirleaf,1938-10-29,116,1938.0
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,1955-12-28,114,1955.0
http://www.wikidata.org/entity/Q43033,Desmond Tutu,1931-10-07,113,1931.0
http://www.wikidata.org/entity/Q46795,Wangari Muta Maathai,1940-04-01,113,1940.0
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901-02-28,111,1901.0
http://www.wikidata.org/entity/Q72292,Fridtjof Nansen,1861-10-10,111,1861.0
http://www.wikidata.org/entity/Q997,Andrei Sakharov,1921-05-21,109,1921.0
http://www.wikidata.org/entity/Q34060,Yizhak Rabin,1922-03-01,109,1922.0
http://www.wikidata.org/entity/Q43969,Muhammad Yunus,1940-06-28,108,1940.0
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,1947-06-21,105,1947.0
http://www.wikidata.org/entity/Q12091,Henry Dunant,1828-05-08,104,1828.0
http://www.wikidata.org/entity/Q18391,Elie Wiesel,1928-09-30,103,1928.0
http://www.wikidata.org/entity/Q18456,Bertha von Suttner,1843-06-09,100,1843.0
http://www.wikidata.org/entity/Q57311,Juan Manuel Santos,1951-08-10,100,1951.0
http://www.wikidata.org/entity/Q151414,George Marshall,1880-12-31,100,1880.0
http://www.wikidata.org/entity/Q29230,Martti Ahtisaari,1937-06-23,99,1937.0
http://www.wikidata.org/entity/Q22007112,Nadia Murad Basee,1994-03-10,97,1994.0
http://www.wikidata.org/entity/Q130873,Menachem Begin,1913-08-16,94,1913.0
http://www.wikidata.org/entity/Q104622,Tawakkol Karman,1979-02-07,91,1979.0
http://www.wikidata.org/entity/Q180989,Jane Addams,1860-09-06,90,1860.0
http://www.wikidata.org/entity/Q45785,Kim Dae-jung,1924-01-06,89,1924.0
http://www.wikidata.org/entity/Q50365049,Abiy Ahmed Ali,1976-08-15,89,1976.0
http://www.wikidata.org/entity/Q107037,Leymah Roberta Gbowee,1972-02-01,87,1972.0
http://www.wikidata.org/entity/Q151813,F. W. de Klerk,1936-03-18,86,1936.0
http://www.wikidata.org/entity/Q188620,Rigoberta Menchú,1959-01-09,86,1959.0
http://www.wikidata.org/entity/Q133308,Mohamed ElBaradei,1942-06-17,82,1942.0
http://www.wikidata.org/entity/Q179871,Eisaku Satō,1901-03-27,81,1901.0
http://www.wikidata.org/entity/Q4967771,Narges Mohammadi,1972-04-21,81,1972.0
http://www.wikidata.org/entity/Q103955,Gustav Stresemann,1878-05-10,80,1878.0
http://www.wikidata.org/entity/Q154824,Norman Borlaug,1914-03-25,80,1914.0
http://www.wikidata.org/entity/Q157655,Mairead Maguire,1944-01-27,78,1944.0
http://www.wikidata.org/entity/Q211239,Jody Williams,1950-10-09,78,1950.0
http://www.wikidata.org/entity/Q215139,Emily Greene Balch,1867-01-08,78,1867.0
http://www.wikidata.org/entity/Q1187542,Denis Mukwege,1955-03-01,77,1955.0
http://www.wikidata.org/entity/Q3442375,Kailash Satyarthi,1954-01-11,77,1954.0
http://www.wikidata.org/entity/Q128604,Lester B. Pearson,1897-04-23,76,1897.0
http://www.wikidata.org/entity/Q49344,Óscar Arias Sánchez,1941-09-13,74,1941.0
http://www.wikidata.org/entity/Q157690,Betty Williams,1943-05-22,74,1943.0
http://www.wikidata.org/entity/Q11665,José Ramos-Horta,1949-12-26,72,1949.0
http://www.wikidata.org/entity/Q152437,Alva Myrdal,1902-01-31,72,1902.0
http://www.wikidata.org/entity/Q180409,Frédéric Passy,1822-05-20,72,1822.0
http://www.wikidata.org/entity/Q6761526,Maria Ressa,1963-10-02,71,1963.0
http://www.wikidata.org/entity/Q179888,Aristide Briand,1862-03-28,70,1862.0
http://www.wikidata.org/entity/Q184565,Charles G. Dawes,1865-08-27,69,1865.0
http://www.wikidata.org/entity/Q179458,Charles Albert Gobat,1843-05-21,68,1843.0
http://www.wikidata.org/entity/Q188999,Austen Chamberlain,1863-10-16,67,1863.0
http://www.wikidata.org/entity/Q76358,Carl von Ossietzky,1889-10-03,66,1889.0
http://www.wikidata.org/entity/Q122368,Élie Ducommun,1833-02-19,65,1833.0
http://www.wikidata.org/entity/Q1823418,Dmitry Muratov,1961-10-29,65,1961.0
http://www.wikidata.org/entity/Q213500,Ralph Bunche,1904-08-07,64,1904.0
http://www.wikidata.org/entity/Q53620,Hjalmar Branting,1860-11-23,63,1860.0
http://www.wikidata.org/entity/Q192556,David Trimble,1944-10-15,63,1944.0
http://www.wikidata.org/entity/Q230814,Louis Renault,1843-05-21,63,1843.0
http://www.wikidata.org/entity/Q12086,Ernesto Teodoro Moneta,1833-09-20,62,1833.0
http://www.wikidata.org/entity/Q189841,Randal Cremer,1828-03-18,62,1828.0
http://www.wikidata.org/entity/Q191016,Fredrik Bajer,1837-04-21,62,1837.0
http://www.wikidata.org/entity/Q193630,John Hume,1937-01-18,62,1937.0
http://www.wikidata.org/entity/Q192618,Klas Pontus Arnoldson,1844-10-21,61,1844.0
http://www.wikidata.org/entity/Q272224,Norman Angell,1872-12-26,61,1872.0
http://www.wikidata.org/entity/Q202979,Cordell Hull,1871-10-02,60,1871.0
http://www.wikidata.org/entity/Q212955,Albert John Mvumbi Luthuli,1898-01-01,60,1898.0
http://www.wikidata.org/entity/Q219982,Joseph Rotblat,1908-11-04,60,1908.0
http://www.wikidata.org/entity/Q234001,Carlos Filipe Ximenes Belo,1948-02-03,60,1948.0
http://www.wikidata.org/entity/Q206505,Adolfo Pérez Esquivel,1931-11-26,59,1931.0
http://www.wikidata.org/entity/Q217706,Léon Bourgeois,1851-05-29,59,1851.0
http://www.wikidata.org/entity/Q12702,Robert Cecil,1864-09-14,58,1864.0
http://www.wikidata.org/entity/Q118263,Ales Bialiatski,1962-09-25,58,1962.0
http://www.wikidata.org/entity/Q220619,Elihu Root,1845-02-15,58,1845.0
http://www.wikidata.org/entity/Q233969,Le Duc Tho,1911-10-14,58,1911.0
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,1854-04-22,57,1854.0
http://www.wikidata.org/entity/Q193009,Frank B. Kellogg,1856-12-22,57,1856.0
http://www.wikidata.org/entity/Q202049,Auguste Beernaert,1829-07-26,57,1829.0
http://www.wikidata.org/entity/Q216872,Tobias Asser,1838-04-28,57,1838.0
http://www.wikidata.org/entity/Q211856,"Philip Noel-Baker, Baron Noel-Baker",1889-11-01,56,1889.0
http://www.wikidata.org/entity/Q159723,Nathan Söderblom,1866-01-15,55,1866.0
http://www.wikidata.org/entity/Q203843,Alfonso García Robles,1911-03-20,55,1911.0
http://www.wikidata.org/entity/Q208665,Arthur Henderson,1863-09-13,55,1863.0
http://www.wikidata.org/entity/Q78488,Alfred Hermann Fried,1864-11-11,54,1864.0
http://www.wikidata.org/entity/Q206446,Christian Lous Lange,1869-09-17,54,1869.0
http://www.wikidata.org/entity/Q232873,René Cassin,1887-10-05,54,1887.0
http://www.wikidata.org/entity/Q271517,Nicholas Murray Butler,1862-04-02,54,1862.0
http://www.wikidata.org/entity/Q158850,Dominique Pire,1910-02-10,53,1910.0
http://www.wikidata.org/entity/Q159726,John Mott,1865-05-25,53,1865.0
http://www.wikidata.org/entity/Q273607,Ferdinand Buisson,1841-12-20,53,1841.0
http://www.wikidata.org/entity/Q76696,Ludwig Quidde,1858-03-23,52,1858.0
http://www.wikidata.org/entity/Q193672,Carlos Saavedra Lamas,1878-11-01,52,1878.0
http://www.wikidata.org/entity/Q238731,Paul-Henri-Benjamin d'Estournelles de Constant,1852-11-22,52,1852.0
http://www.wikidata.org/entity/Q244395,Seán MacBride,1904-01-26,52,1904.0
http://www.wikidata.org/entity/Q155415,Léon Jouhaux,1879-07-01,51,1879.0
http://www.wikidata.org/entity/Q315143,John Boyd Orr,1880-09-23,50,1880.0
http://www.wikidata.org/entity/Q8006,Akira Kurosawa,1910-03-23,164,1910.0
http://www.wikidata.org/entity/Q8873,Satyajit Ray,1921-05-02,132,1921.0
http://www.wikidata.org/entity/Q1480,Corazon Aquino,1933-01-25,104,1933.0
http://www.wikidata.org/entity/Q103774,Ravi Shankar,1920-04-07,95,1920.0
http://www.wikidata.org/entity/Q11237,Nelson Rockefeller,1908-07-08,69,1908.0
http://www.wikidata.org/entity/Q76167,Abdurrahman Wahid,1940-09-07,67,1940.0
http://www.wikidata.org/entity/Q296317,Tunku Abdul Rahman,1903-02-08,53,1903.0
http://www.wikidata.org/entity/Q334997,Masanobu Fukuoka,1913-02-02,48,1913.0
http://www.wikidata.org/entity/Q315522,Ne Win,1911-05-24,46,1911.0
http://www.wikidata.org/entity/Q13021,Vinoba Bhave,1895-09-11,41,1895.0
http://www.wikidata.org/entity/Q59155,Arvind Kejriwal,1968-08-16,41,1968.0
http://www.wikidata.org/entity/Q326935,Pramoedya Ananta Toer,1925-02-06,40,1925.0
http://www.wikidata.org/entity/Q1522527,Asma Jahangir,1952-01-27,40,1952.0
http://www.wikidata.org/entity/Q317465,Abdul Sattar Edhi,1928-01-01,38,1928.0
http://www.wikidata.org/entity/Q1884754,"Sirindhorn, Princess Royal",1955-04-02,38,1955.0
http://www.wikidata.org/entity/Q264516,Abdul Razak Hussein,1922-03-11,37,1922.0
http://www.wikidata.org/entity/Q467336,Ela Bhatt,1933-09-07,37,1933.0
http://www.wikidata.org/entity/Q311205,Chen Guangcheng,1971-11-12,35,1971.0
http://www.wikidata.org/entity/Q144391,Mahasweta Devi,1926-01-14,34,1926.0
http://www.wikidata.org/entity/Q262364,Sima Samar,1957-02-03,34,1957.0
http://www.wikidata.org/entity/Q465067,M. S. Subbulakshmi,1916-09-16,33,1916.0
http://www.wikidata.org/entity/Q77128,Ruth Pfau,1929-09-09,32,1929.0
http://www.wikidata.org/entity/Q156310,Manna Dey,1919-05-01,32,1919.0
http://www.wikidata.org/entity/Q2722085,Kiran Bedi,1949-06-09,32,1949.0
http://www.wikidata.org/entity/Q3141326,Yuan Longping,1930-09-07,32,1930.0
http://www.wikidata.org/entity/Q3518399,Arun Shourie,1941-11-02,31,1941.0
http://www.wikidata.org/entity/Q982109,M. S. Swaminathan,1925-08-07,30,1925.0
http://www.wikidata.org/entity/Q22803,Park Won-soon,1956-03-26,29,1956.0
http://www.wikidata.org/entity/Q470135,Baba Amte,1914-12-26,29,1914.0
http://www.wikidata.org/entity/Q734509,Jayaprakash Narayan,1902-10-11,29,1902.0
http://www.wikidata.org/entity/Q180385,Verghese Kurien,1921-11-26,28,1921.0
http://www.wikidata.org/entity/Q202443,Sadako Ogata,1927-09-16,28,1927.0
http://www.wikidata.org/entity/Q485702,Anand Panyarachun,1932-08-09,25,1932.0
http://www.wikidata.org/entity/Q468308,Cheng Yen,1937-05-04,22,1937.0
http://www.wikidata.org/entity/Q558252,F. Sionil José,1924-12-03,22,1924.0
http://www.wikidata.org/entity/Q982656,Fei Xiaotong,1910-11-02,22,1910.0
http://www.wikidata.org/entity/Q264252,Miriam Defensor Santiago,1945-06-15,21,1945.0
http://www.wikidata.org/entity/Q3519488,R. K. Laxman,1924-10-24,21,1924.0
http://www.wikidata.org/entity/Q7296776,Ravish Kumar,1974-12-05,21,1974.0
http://www.wikidata.org/entity/Q460159,Habiba Sarābi,1956-01-01,20,1956.0
http://www.wikidata.org/entity/Q417748,Akhtar Hameed Khan,1914-07-15,19,1914.0
http://www.wikidata.org/entity/Q1092391,Hu Shuli,1953-01-01,19,1953.0
http://www.wikidata.org/entity/Q2925049,Fe del Mundo,1900-11-27,19,1900.0
http://www.wikidata.org/entity/Q3347911,Kamaladevi Chattopadhyay,1903-04-03,19,1903.0
http://www.wikidata.org/entity/Q3521157,Aruna Roy,1946-06-26,19,1946.0
http://www.wikidata.org/entity/Q2570788,Mochtar Lubis,1922-03-07,18,1922.0
http://www.wikidata.org/entity/Q3095235,Gao Yaojie,1927-12-19,17,1927.0
http://www.wikidata.org/entity/Q983322,Lino Brocka,1939-04-07,16,1939.0
http://www.wikidata.org/entity/Q3091098,Fusae Ichikawa,1893-05-15,16,1893.0
http://www.wikidata.org/entity/Q471876,Jovito R. Salonga,1920-06-22,15,1920.0
http://www.wikidata.org/entity/Q626061,Helen Kim,1899-01-01,15,1899.0
http://www.wikidata.org/entity/Q7706847,Tetsu Nakamura,1946-09-15,15,1946.0
http://www.wikidata.org/entity/Q441718,Tadatoshi Akiba,1942-11-03,14,1942.0
http://www.wikidata.org/entity/Q515473,Michiko Ishimure,1927-03-11,14,1927.0
http://www.wikidata.org/entity/Q716649,Jesse Robredo,1958-05-27,14,1958.0
http://www.wikidata.org/entity/Q895915,Palagummi Sainath,1957-01-01,14,1957.0
http://www.wikidata.org/entity/Q4857029,Banoo Jehangir Coyaji,1918-08-22,14,1918.0
http://www.wikidata.org/entity/Q5629065,HB Jassin,1917-07-31,14,1917.0
http://www.wikidata.org/entity/Q706073,Chen Shu-chu,1951-01-01,13,1951.0
http://www.wikidata.org/entity/Q1977234,Nick Joaquin,1917-05-04,13,1917.0
http://www.wikidata.org/entity/Q16150048,Firdausi Qadri,1951-03-31,13,1951.0
http://www.wikidata.org/entity/Q3080468,T. N. Seshan,1932-12-15,13,1932.0
http://www.wikidata.org/entity/Q463394,Cynthia Maung,1959-12-06,12,1959.0
http://www.wikidata.org/entity/Q855629,Saburo Okita,1914-11-03,12,1914.0
http://www.wikidata.org/entity/Q2722458,Pandurang Shastri Athavale,1920-10-19,12,1920.0
http://www.wikidata.org/entity/Q10789884,Mahesh Chandra Mehta,1946-01-01,12,1946.0
http://www.wikidata.org/entity/Q472942,Jiang Yanyong,1931-10-04,11,1931.0
http://www.wikidata.org/entity/Q713486,Goh Keng Swee,1918-10-06,11,1918.0
http://www.wikidata.org/entity/Q1393182,Ali Sadikin,1927-07-07,11,1927.0
http://www.wikidata.org/entity/Q3436012,Kwoh-Ting Li,1910-01-01,11,1910.0
http://www.wikidata.org/entity/Q3763779,Chintaman Dwarkanath Deshmukh,1896-01-14,11,1896.0
http://www.wikidata.org/entity/Q7286021,Rajendra Singh,1959-08-06,11,1959.0
http://www.wikidata.org/entity/Q7489048,Shantha Sinha,1950-01-07,11,1950.0
http://www.wikidata.org/entity/Q7907747,V Shanta,1927-03-11,11,1927.0
http://www.wikidata.org/entity/Q329841,Pan Yue,1960-04-01,10,1960.0
http://www.wikidata.org/entity/Q496660,Chang Chun-ha,1918-08-27,10,1918.0
http://www.wikidata.org/entity/Q986613,Ma Jun,1968-05-22,10,1968.0
http://www.wikidata.org/entity/Q1060894,Chamlong Srimuang,1935-07-05,10,1935.0
http://www.wikidata.org/entity/Q2299630,Sombhu Mitra,1915-08-22,10,1915.0
http://www.wikidata.org/entity/Q3067732,Fazle Hasan Abed,1936-04-27,10,1936.0
http://www.wikidata.org/entity/Q11266911,Lee Tai-young,1914-08-10,10,1914.0
http://www.wikidata.org/entity/Q27924832,Sonam Wangchuk,1966-09-01,10,1966.0
http://www.wikidata.org/entity/Q3595933,Harish Hande,1967-03-01,10,1967.0
http://www.wikidata.org/entity/Q4913586,Bilquis Edhi,1947-08-14,10,1947.0
http://www.wikidata.org/entity/Q5071053,Chandi Prasad Bhatt,1934-06-23,10,1934.0
http://www.wikidata.org/entity/Q496627,Yi Cheol-seung,1922-05-15,9,1922.0
http://www.wikidata.org/entity/Q708535,Ying Ruocheng,1929-06-21,9,1929.0
http://www.wikidata.org/entity/Q2176997,"Hilario Davide, Jr.",1935-12-20,9,1935.0
http://www.wikidata.org/entity/Q2649325,Ahmad Syafi'i Maarif,1935-05-31,9,1935.0
http://www.wikidata.org/entity/Q3634730,A. T. Ariyaratne,1931-01-01,9,1931.0
http://www.wikidata.org/entity/Q4734720,Aloysius Schwartz,1930-09-18,9,1930.0
http://www.wikidata.org/entity/Q7339140,Rizwana Hasan,1968-01-15,9,1968.0
http://www.wikidata.org/entity/Q7668495,T. M. Krishna,1976-01-22,9,1976.0
http://www.wikidata.org/entity/Q1634079,Washington SyCip,1921-06-30,8,1921.0
http://www.wikidata.org/entity/Q2550116,Soedjatmoko,1922-01-10,8,1922.0
http://www.wikidata.org/entity/Q2647833,James B. Reuter,1916-05-21,8,1916.0
http://www.wikidata.org/entity/Q3124280,Ikuo Hirayama,1930-06-15,8,1930.0
http://www.wikidata.org/entity/Q3313454,Sombath Somphone,1952-02-17,8,1952.0
http://www.wikidata.org/entity/Q6539969,Liang Congjie,1932-08-04,8,1932.0
http://www.wikidata.org/entity/Q7329995,Richard William Timm,1923-03-02,8,1923.0
http://www.wikidata.org/entity/Q7416997,Sanduk Ruit,1954-09-04,8,1954.0
